IdMovie,IdActor
416,16005
417,35115
417,32331
417,5456
417,39808
417,20962
417,47382
417,36776
417,38555
417,21686
417,49133
417,43731
417,44766
417,37131
417,24177
418,24579
419,44334
419,19212
419,3712
419,26283
419,61310
419,56845
420,12104
420,4160
420,53856
420,51356
420,30778
420,32047
421,55961
421,2126
421,17328
422,24579
423,21791
423,40912
424,24579
425,40894
425,37044
425,23899
425,55945
425,53464
425,37293
425,47997
425,20880
426,52650
426,59843
426,5439
426,54513
426,20894
427,16831
427,31099
427,23190
427,55904
427,57291
428,45389
428,18888
428,49505
428,61787
428,22250
428,10548
428,41486
428,49381
428,23706
428,21235
428,52130
428,58076
428,21675
428,36665
428,39691
428,35731
428,55998
428,30470
429,25636
430,44334
430,60647
430,56340
431,9714
431,23319
431,40920
431,20201
431,51640
432,59384
432,14162
432,35183
432,6524
433,19195
433,29826
433,2987
434,23928
435,24579
436,44129
436,1290
436,48299
436,1818
436,20765
436,25694
437,18736
437,24540
438,8582
438,33057
438,55496
439,42495
439,43766
439,9241
439,6073
439,5917
440,17168
440,3793
440,42627
440,59368
440,34326
441,8440
441,45239
441,27277
441,47411
441,46825
441,19599
441,4337
441,23006
441,13854
441,36297
442,19457
442,11678
442,8483
443,53527
443,4171
443,46942
443,25867
443,4423
443,19540
443,12585
443,6830
443,37197
443,33035
443,38267
443,58210
443,13387
443,25075
444,20429
444,3097
444,42182
444,46182
444,20885
444,45313
444,44369
444,60033
444,47299
444,41063
444,3373
444,43676
444,6906
444,1157
444,20780
444,54949
444,9582
444,8988
444,51317
444,24271
444,22981
444,47906
444,42306
444,49690
444,19931
444,32824
444,37021
444,45259
444,8580
444,53479
444,8964
444,48135
444,2022
444,62212
444,33474
444,7077
444,3792
444,44461
444,28309
444,22570
444,61887
444,30317
444,4528
444,24665
444,8529
444,58985
444,62180
444,33146
444,49562
444,47601
444,59909
444,16800
444,14375
444,30970
444,46230
445,30462
445,47376
445,24260
446,8677
446,55520
446,26003
446,14144
446,59239
447,48833
447,7426
447,19028
447,14509
447,44060
447,7432
447,12286
448,52168
448,49552
448,53409
448,48548
449,61336
449,32062
450,20926
451,24579
452,47691
452,59642
452,10753
452,27225
452,57609
453,35676
453,38936
453,27235
453,24146
454,58299
454,47315
454,16077
454,41642
455,38127
456,43937
456,4741
456,46687
456,32117
456,20402
456,34777
457,44183
457,44821
457,40894
458,50647
458,10115
458,21789
458,23375
458,1138
458,61636
458,56845
458,41709
458,24934
458,17376
458,34845
458,5677
458,9378
458,31159
459,48851
459,19570
459,11487
459,15599
459,35270
460,29615
460,55851
460,7526
460,12057
460,66
461,41567
462,24579
463,24579
464,61165
464,46978
464,37034
464,9842
464,49946
464,18436
464,9319
464,54732
464,61335
464,55783
465,38141
465,60368
465,46616
465,40094
465,60377
465,611
465,53323
465,24624
465,35653
465,19847
465,35871
466,24579
467,4714
467,31291
468,31253
468,15715
468,182
468,48911
468,6451
468,23866
468,62070
469,23424
469,23540
469,26128
470,32759
470,54763
470,42385
470,50143
470,58845
470,45166
470,5837
470,58057
470,23513
470,45792
470,19458
470,8445
470,6676
470,11122
470,44353
470,36454
470,47264
470,43654
470,1802
470,28714
470,37074
470,38531
470,4487
470,23906
471,24579
472,6449
472,22767
472,10486
473,25168
473,40829
473,14604
474,24579
475,38409
475,32586
476,8239
476,6829
476,53921
477,15016
477,26678
477,4860
478,24579
479,13163
479,37421
479,41329
479,24391
479,34371
480,42064
481,24579
482,61153
482,40683
482,7786
483,28633
483,13553
483,1212
483,59502
484,24579
485,61587
485,46536
486,15585
486,21190
487,24579
488,20376
488,8343
489,24579
490,8353
491,43270
491,62097
491,17821
491,20040
491,28813
491,28817
491,32720
492,16076
492,7062
492,41563
493,28531
493,39223
493,25243
493,49648
494,41916
494,40126
494,58861
494,40234
495,22794
496,11575
496,16676
496,46747
496,58647
496,1468
496,16996
496,4018
496,8914
496,8815
497,24579
498,47927
498,44801
498,8544
498,24800
498,25320
499,33288
499,11907
499,26927
499,42999
499,29386
500,57071
500,20389
500,655
500,59029
501,20927
501,48120
501,47384
502,24579
503,24579
504,41111
504,27282
504,60007
504,52775
504,38435
505,20927
505,59556
505,16003
505,24775
505,10607
506,21291
506,32040
506,34283
507,24579
508,24579
509,19010
509,16495
509,30924
509,33288
509,30767
509,960
509,16163
509,24773
509,44460
510,43745
510,51428
510,25767
511,2419
511,15907
511,12094
511,4468
511,19022
512,13519
512,29019
512,59029
513,24579
514,40278
514,35628
515,37700
515,26155
515,38689
515,52258
516,47234
516,40150
516,7654
517,17552
517,34947
517,2498
517,446
517,62184
518,59670
518,54522
519,716
519,45219
519,52338
519,20845
519,31670
519,54937
519,54975
519,23425
520,716
520,45219
520,52338
520,20845
520,31670
520,54937
520,54975
520,23425
521,24579
522,7638
522,14948
522,52747
522,59756
523,42963
523,60184
523,19109
523,7761
523,611
523,40830
523,54101
523,27326
523,26641
523,10374
523,21947
524,43411
525,24812
525,12383
525,42622
526,8483
526,29576
526,42587
526,47839
527,18180
527,50914
528,24579
529,7687
529,10901
529,45971
530,29492
530,11651
530,25945
530,23356
530,23201
530,62146
530,2451
531,19726
531,2442
531,58509
531,1009
531,16865
532,47898
532,3288
532,17523
532,5255
532,32407
532,60354
532,39924
533,26454
533,12873
533,6081
534,49280
534,41032
534,29171
535,20814
535,51825
535,53213
535,21256
535,7095
535,3165
536,24579
537,48668
537,50346
537,54501
538,24579
539,54968
539,33689
539,24655
539,18658
539,1527
539,6997
539,21255
539,44647
539,41149
539,49034
539,28858
540,24579
541,24579
542,20552
542,41413
543,43642
543,16455
543,37106
543,54246
543,60075
543,6019
543,13958
543,22805
544,51649
544,148
544,45756
544,24107
544,42362
544,46733
545,56245
545,42776
545,60825
545,49541
545,61805
546,24579
547,34590
547,27025
547,36627
547,47716
547,35509
547,45559
547,27087
548,17248
548,37885
548,57846
548,14729
548,8586
548,54508
548,1363
548,31279
548,16669
548,46879
549,25834
549,37885
549,48129
549,35152
549,51223
549,4191
549,44834
549,55106
549,45812
550,58148
550,8272
550,54153
550,9274
550,22352
550,10411
551,24579
552,39344
552,53568
552,30953
552,3291
552,15658
552,23542
552,37022
553,39344
553,11531
553,17248
553,60220
553,12468
553,53568
553,30953
554,39344
554,53568
554,30953
554,12912
555,33341
555,46298
556,43018
556,50881
556,19945
557,6261
557,7046
557,57577
557,5414
557,16079
558,32822
558,30486
558,16283
559,24579
560,44468
560,38098
560,56310
561,2588
562,13447
562,20338
562,54509
562,37737
562,56929
562,13186
562,7919
562,15501
562,29386
562,44635
563,24579
564,42889
564,55258
564,48016
564,41425
564,51623
564,52150
564,3625
564,38222
564,7347
564,12283
565,24979
565,26177
565,38663
565,36834
565,36509
566,43638
566,12626
566,22125
567,10714
567,41334
567,1574
567,22049
567,37254
567,25763
567,44792
568,24579
569,55808
569,2973
569,43791
570,37483
570,58635
570,26658
570,10707
570,36778
570,35296
570,2207
570,51702
571,28195
571,25305
571,5229
571,25958
571,2352
572,29254
572,23023
572,56751
572,47119
572,15253
573,41242
573,34430
573,59117
574,18866
575,5128
575,59774
575,43571
576,9630
576,8186
577,29919
577,50946
578,32844
578,23170
578,4985
578,26757
578,16666
578,34832
578,11466
578,5378
578,34888
578,44747
578,52431
578,55313
578,36992
578,19359
578,10546
578,41702
578,61694
578,35467
578,29270
578,47879
578,5357
578,44092
578,148
578,59637
578,1912
578,37951
578,31771
578,57262
578,5590
578,38605
578,45061
578,22027
578,24983
578,25151
578,15673
578,19219
578,42672
578,15527
578,29101
578,42523
578,47559
578,7778
578,44907
578,43835
578,12795
579,47836
579,27030
579,59384
579,26545
579,50453
579,8366
579,42396
580,25698
581,18468
581,46469
581,3691
581,41354
581,58263
581,9607
581,6027
582,21291
582,18841
582,10676
582,49703
582,41762
583,12969
583,37347
583,54235
583,54942
583,45148
584,11614
584,21682
584,28425
584,59361
584,34153
584,13413
585,33842
586,29373
586,9542
587,8282
587,45906
587,21334
587,26771
587,21132
587,55781
587,34056
588,13102
588,33355
588,18401
588,5698
588,17071
589,44183
589,44821
589,28227
590,18161
590,27729
590,13824
590,23287
590,27949
590,20582
590,54382
591,49761
591,28080
591,51416
592,39135
592,21768
592,60647
592,12587
593,18004
593,36010
593,32319
593,42244
593,56809
593,29274
593,17176
593,40944
593,39768
593,6695
594,24579
595,53245
595,13841
595,7095
595,60935
595,46486
596,44650
596,11708
596,8063
596,20446
596,42424
596,53640
597,51315
597,50621
597,45818
597,20716
598,53772
599,12969
599,37988
599,34889
599,6734
599,3465
600,27658
601,12073
601,24048
601,48159
601,29352
601,22713
601,5352
601,16405
602,51622
602,344
602,53752
602,21876
603,44806
603,3564
603,37693
604,13319
604,39007
604,24554
604,26310
604,41628
605,12185
605,53989
605,7731
606,13514
606,44082
606,47660
606,54040
607,9936
607,11791
607,26199
607,10249
608,6640
608,3183
608,24801
608,5017
608,52627
608,8467
608,41880
609,41989
609,30302
609,3370
610,47200
610,8058
610,34361
610,39392
610,31619
611,12582
611,40961
611,36018
611,60943
611,29514
611,40715
611,1729
611,44880
611,3772
611,2098
611,41581
611,39895
611,53775
611,3446
611,12267
611,44662
611,12628
611,42518
611,32990
611,14271
611,8846
611,7292
612,10104
612,52012
613,52886
613,6385
613,1028
613,41442
614,35013
614,45307
615,28261
615,2607
616,44872
616,56336
616,24049
616,57155
617,44227
617,7375
617,18624
617,12061
618,19828
618,25119
618,61850
619,28811
620,25067
620,41471
620,11668
621,24579
622,33367
622,58781
622,13320
622,35410
623,25
623,53073
623,30456
623,8763
624,32415
624,31718
624,59680
624,43115
624,52145
624,2781
624,1869
624,31268
625,14402
625,51254
625,18999
625,7482
626,5615
627,24579
628,55409
628,14217
628,42821
628,46816
628,5429
629,33740
629,47119
629,38662
629,51744
629,15350
629,57088
629,45463
630,24579
631,61375
631,29288
631,5830
631,11832
632,8378
632,17778
632,60333
632,30409
633,29571
633,49230
633,45119
633,42262
634,61209
634,26959
634,52018
634,61856
634,49658
635,33467
635,8737
635,39276
635,28318
636,24579
637,24457
638,33467
638,60053
638,5263
639,3572
640,29911
640,59139
640,45915
640,52606
640,22888
640,30788
641,22000
642,52029
642,43077
642,35600
642,46373
643,51110
643,32966
643,11320
643,20561
644,47199
644,27717
644,44298
644,4318
644,19544
645,52116
645,44951
646,33369
646,41251
646,29090
647,2806
648,25834
648,42999
648,863
648,11705
648,38057
649,16910
650,40808
650,30754
650,14819
650,40246
650,22555
651,8835
651,40652
651,22998
651,19909
651,29803
651,31476
